Country Name,Series Name,2015 [YR2015],2014 [YR2014],2013 [YR2013],2012 [YR2012],2011 [YR2011],2010 [YR2010],2009 [YR2009],2008 [YR2008],2007 [YR2007],2006 [YR2006],2005 [YR2005],2004 [YR2004],2003 [YR2003],2002 [YR2002],2001 [YR2001],2000 [YR2000],1999 [YR1999],1998 [YR1998],1997 [YR1997]
Austria,Gross capital formation (annual % growth),3.241584004,0.7034231,-0.734698462,-0.702341518,8.805649935,-0.178184584,-10.35672131,-0.540403155,7.459436277,2.225561818,1.564549258,1.664441204,4.648188246,-3.82945508,-0.852776571,2.505189703,3.418190873,2.839248122,1.76607537
Austria,Gross fixed capital formation (annual % growth),2.301522338,-0.402952709,1.564088203,0.905906722,6.64982997,-2.586536394,-7.177638571,1.606894886,4.644313213,1.15071411,0.252778802,0.940608939,3.84274234,-2.865713721,-1.110558186,5.828588366,1.225722901,3.429915514,0.740084526
Austria,GDP per capita (constant LCU),39833.53233,39878.01234,39926.87112,40152.64904,40063.52749,39057.23794,38444.97211,40053.66343,39600.90348,38301.80921,37206.66168,36638.80515,35885.31714,35724.22001,35317.12784,35008.9583,33947.27866,32845.30404,31744.46015
Austria,GDP (constant LCU),3.44269E+11,3.40812E+11,3.38573E+11,3.38486E+11,3.36199E+11,3.26651E+11,3.20759E+11,3.33306E+11,3.28509E+11,3.16704E+11,3.0613E+11,2.99411E+11,2.9144E+11,2.88722E+11,2.84031E+11,2.80477E+11,2.71318E+11,2.62E+11,2.52941E+11
Austria,GDP per capita (constant 2015 US$),44195.81759,44245.16874,44299.37818,44549.8817,44451.00019,43334.50896,42655.19213,44440.05589,43937.71289,42496.35105,41281.27076,40651.22662,39815.22195,39636.48261,39184.8086,38842.89052,37664.94328,36442.28823,35220.88774
Austria,Gross fixed capital formation (constant LCU),78137780000,76379880000,76688900000,75507890000,74830000000,70164200000,72027210000,77596830000,76369650000,72980220000,72149980000,71968060000,71297430000,68659040000,70684660000,71478470000,67541740000,66723890000,64511210000
Austria,GDP per capita (current LCU),39833.53233,38981.06632,38197.75484,37799.92648,36956.84623,35379.92903,34523.89653,35301.57438,34232.82684,32390.38314,30879.95995,29656.05339,28549.48696,28054.49472,27420.67219,26662.26303,25505.79531,24614.74285,23685.08897
Austria,General government final consumption expenditure (% of GDP),19.76169058,19.80284204,19.91594275,19.86069237,19.89656809,20.49254767,20.68421348,19.27213096,18.74479207,19.25829027,19.34627342,18.89135907,18.97963991,18.83869652,18.97616815,19.21971656,19.84366687,19.55305467,19.60079112
Austria,Trade (% of GDP),102.4273154,103.5035353,104.0664141,105.1521774,105.1027886,99.01979624,87.06223097,102.0736827,100.7332541,98.08831121,94.03380568,90.79234569,86.38738242,86.948168,87.53666476,85.36049562,78.26014034,76.92714939,74.86769022
Austria,"Inflation, GDP deflator (annual %)",2.300978667,2.175707237,1.62388807,2.054235685,1.833410245,0.873054962,1.889264178,1.956322281,2.221175867,1.892161069,2.537794158,1.73971885,1.307552579,1.145595667,1.947105394,1.364040914,0.256349694,0.441905227,1.266995537
Belgium,Domestic credit to private sector (% of GDP),60.63286564,57.89009668,56.40806353,54.73869728,55.42096956,56.80149342,58.67877652,62.75830286,68.44384869,65.8336191,63.59777008,61.84259333,62.53089436,64.13292449,66.29922874,..,..,..,..
Belgium,GDP growth (annual %),2.041459009,1.578533143,0.459242193,0.739217283,1.694513899,2.864292708,-2.020743062,0.446928735,3.676881136,2.552349944,2.321737054,3.571204343,1.037982549,1.706884585,1.099618888,3.716679384,3.542743464,1.961808272,3.79365763
Belgium,Gross capital formation (annual % growth),5.505221254,5.411279127,-3.78596619,-1.85436044,7.748286982,2.220629699,-8.733766791,2.035890933,8.726584543,3.692648499,8.16133495,10.61884607,0.303003838,-4.714023168,-2.703878446,7.189729001,3.811360631,1.535928255,7.67936209
Belgium,Gross fixed capital formation (annual % growth),3.741524624,5.356471799,-2.269665054,0.648734159,5.220219321,0.006975438,-6.622662048,1.906928394,7.281924273,1.90544365,5.737788066,9.029859423,-0.131979552,-4.130362181,1.626085805,4.969181574,4.095240536,2.251966173,6.699101304
Belgium,GDP per capita (constant LCU),36960.63116,36431.68199,36025.1042,36029.84154,35987.95064,35851.70178,35173.29192,36188.71868,36313.43817,35283.73928,34633.26315,34034.10779,33003.11397,32801.09864,32395.51182,32153.56176,31076.61636,30082.18753,29566.45283
Belgium,GDP (constant LCU),4.16701E+11,4.08365E+11,4.02019E+11,4.00181E+11,3.97245E+11,3.90625E+11,3.79748E+11,3.8758E+11,3.85856E+11,3.72171E+11,3.62909E+11,3.54674E+11,3.42445E+11,3.38927E+11,3.33239E+11,3.29614E+11,3.17803E+11,3.06929E+11,3.01023E+11
Belgium,GDP per capita (constant 2015 US$),41008.29672,40421.42079,39970.3175,39975.57364,39929.09514,39777.92528,39025.22079,40151.84987,40290.22776,39147.76356,38426.05191,37761.28132,36617.38038,36393.24177,35943.23796,35674.79125,34479.90645,33376.57484,32804.36054
Belgium,Gross fixed capital formation (constant LCU),95688900000,92237800000,87548300000,89581500000,89004100000,84588400000,84582500000,90581400000,88886400000,82853100000,81303900000,76892000000,70523800000,70617000000,73659400000,72480800000,69049600000,66333100000,64872200000
Belgium,GDP per capita (current LCU),36960.63116,35953.36343,35206.1718,34768.80024,34060.41022,33329.10226,32091.23555,32842.57579,32338.47182,30826.01391,29587.64501,28482.46789,27100.67421,26445.52267,25697.08853,25009.28179,23694.27656,22799.53128,22011.20786
Belgium,General government final consumption expenditure (% of GDP),23.61508745,24.23389585,24.31276726,24.30335286,24.04942657,23.73268609,24.19191348,22.66614469,21.61589482,21.93878853,22.09399763,22.19721265,22.48437234,22.13888154,21.31360634,21.04019715,21.28203985,21.09491806,21.15139792
Belgium,Trade (% of GDP),154.1925465,158.7832159,157.850845,160.7460302,161.4937237,149.9976731,135.4060405,161.0884478,152.4684469,149.5675093,144.5290507,136.9184053,132.7155528,136.0851495,139.5768398,142.2301351,125.1699905,124.7091226,125.6889401
Belgium,"Inflation, GDP deflator (annual %)",1.330386128,0.982645555,1.271258155,1.961119341,1.807299468,1.89207786,0.533179398,1.908845425,1.931721117,2.264707144,2.083074213,1.914990948,1.850088683,1.640007795,1.982802721,2.014617387,0.598897783,1.805643501,0.75762441
Chile,Domestic credit to private sector (% of GDP),110.1213984,109.0592628,106.0396906,104.2666865,101.8634854,99.47559066,102.6870759,100.1725681,84.07524732,78.11332337,77.63456541,76.74998578,75.83206214,74.34609828,73.08169596,..,..,..,..
Chile,GDP growth (annual %),2.1519425,1.792649471,3.308508247,6.155340019,6.223896785,5.851651022,-1.118037236,3.789392806,5.168230985,6.049990826,5.837045719,6.674254168,4.723245269,3.202799135,3.154034925,4.971621488,-0.273631398,4.180886627,7.391739268
Chile,Gross capital formation (annual % growth),2.066999337,-9.084316191,-2.173076428,12.15233263,15.15724352,24.85343919,-24.77130494,25.85063915,9.678090415,13.52265322,23.79043157,6.743801155,9.633772937,3.461612235,3.287844546,14.30204174,-15.52976582,3.454667043,9.079804644
Chile,Gross fixed capital formation (annual % growth),0.106963784,-4.053872084,1.321598827,12.01000039,15.06594509,11.10670802,-11.05759364,18.67519515,10.57178873,6.45251375,23.08249458,13.26481913,8.548614441,4.429381593,2.242628611,9.833347962,-13.51680771,3.537509102,12.98472213
Chile,GDP per capita (constant LCU),9884086.465,9775987.662,9701005.889,9481379.209,9019084.532,8575227.58,8183332.478,8361285.771,8137045.006,7813413.248,7440212.833,7098930.468,6721431.99,6485892.493,6353354.485,6228172.178,6001764.207,6090333.22,5919918.358
Chile,GDP (constant LCU),1.7663E+14,1.72909E+14,1.69864E+14,1.64424E+14,1.5489E+14,1.45815E+14,1.37754E+14,1.39311E+14,1.34225E+14,1.27629E+14,1.20348E+14,1.1371E+14,1.06596E+14,1.01788E+14,9.86293E+13,9.56136E+13,9.10852E+13,9.13352E+13,8.76698E+13
Chile,GDP per capita (constant 2015 US$),13569.94813,13421.53834,13318.59521,13017.06784,12382.37946,11773.0044,11234.96821,11479.28183,11171.41974,10727.10289,10214.7328,9746.183277,9227.912338,8904.538118,8722.575536,8550.71166,8239.874191,8361.471358,8127.507313
Chile,Gross fixed capital formation (constant LCU),4.34376E+13,4.33911E+13,4.52245E+13,4.46346E+13,3.98488E+13,3.46312E+13,3.11693E+13,3.50444E+13,2.95297E+13,2.67064E+13,2.50876E+13,2.03827E+13,1.79956E+13,1.65784E+13,1.58752E+13,1.5527E+13,1.41369E+13,1.63464E+13,1.57879E+13
Chile,GDP per capita (current LCU),8876429.892,8364922.634,7841792.127,7494816.651,7075365.069,6514750.146,5711158.105,5633786.597,5465688.916,4994163.208,4232866.981,3770251.676,3335454.022,3085867.924,2925091.417,2749842.537,2534313.807,2516654.53,2427326.865
Chile,General government final consumption expenditure (% of GDP),13.59211772,13.22632598,12.78558422,12.32593151,12.31119091,12.54617695,12.86852779,11.26492919,10.54595528,10.29711546,10.95363055,11.43020951,12.17818844,12.74859387,12.64309768,12.59092587,12.6522046,11.80758644,11.43764382
Chile,Trade (% of GDP),59.34911048,65.63462812,65.14328795,68.15614289,72.48164281,69.71768014,66.68603096,80.67662624,76.97702471,73.71163504,72.06253424,69.88936005,65.69341959,62.4838519,62.14476697,58.71192309,54.69560983,53.83617852,54.09929818
Chile,"Inflation, GDP deflator (annual %)",4.95436553,5.852891626,2.260770609,0.763466681,3.260514866,8.857441489,3.577795042,0.311132499,5.088757067,12.34989592,7.120315352,7.024761707,4.300300884,3.340660372,4.277146982,4.560043487,2.187767871,0.778990207,3.330580503
Czechia,Domestic credit to private sector (% of GDP),49.54198338,49.45672946,50.60790849,49.40854682,48.32289308,46.33075958,44.97643084,43.22704719,38.68201153,33.84078931,29.22421195,25.6796961,24.33407758,23.66496692,37.11072666,44.93692927,51.46866621,56.79050683,64.56208042
Czechia,GDP growth (annual %),5.388380838,2.262102897,-0.045903674,-0.785004299,1.760359624,2.434902159,-4.657331092,2.686411951,5.570338859,6.766932681,6.60161753,4.814261001,3.583688459,1.569855328,3.042976563,4.001028635,1.384148943,-0.356566596,-0.518331043
Czechia,Gross capital formation (annual % growth),13.11669539,7.146776637,-4.241565603,-4.175144525,1.752536128,4.205022522,-17.6665529,0.915719306,14.30195614,9.573601703,4.377405916,7.548499155,0.553814147,1.473403695,6.71205414,10.87298956,-2.57167106,-3.14360331,-8.187053131
Czechia,Gross fixed capital formation (annual % growth),9.73727993,3.253990525,-2.165635928,-3.328386094,1.057405145,0.349183836,-9.023535666,1.916391323,13.28425054,5.480580781,6.042015128,4.004872618,2.374660541,1.869489969,5.779239611,7.534069894,-2.364922859,-1.299425665,-4.866851618
Czechia,GDP per capita (constant LCU),438588.2916,416982.737,408188.3177,408511.2577,412319.9996,406025.8287,397531.0649,419332.0631,411762.8724,392319.1982,368450.2414,346111.3114,330314.4654,318795.3103,313263.1633,302872.0545,290404.7702,286147.4905,286899.4969
Czechia,GDP (constant LCU),4.62538E+12,4.38889E+12,4.2918E+12,4.29377E+12,4.32775E+12,4.25288E+12,4.15179E+12,4.3546E+12,4.24068E+12,4.01692E+12,3.76233E+12,3.52933E+12,3.36723E+12,3.25073E+12,3.20049E+12,3.10597E+12,2.98648E+12,2.94571E+12,2.95625E+12
Czechia,GDP per capita (constant 2015 US$),17829.69832,16951.37912,16593.86423,16606.99254,16761.82731,16505.9537,16160.62056,17046.88503,16739.17872,15948.74529,14978.41319,14070.28046,13428.09962,12959.81748,12734.92203,12312.49777,11805.67184,11632.6029,11663.17382
Czechia,Gross fixed capital formation (constant LCU),1.22749E+12,1.11857E+12,1.08332E+12,1.1073E+12,1.14542E+12,1.13344E+12,1.12949E+12,1.24152E+12,1.21818E+12,1.07533E+12,1.01945E+12,9.61368E+11,9.24349E+11,9.02908E+11,8.86338E+11,8.37913E+11,7.79207E+11,7.98081E+11,8.08588E+11
Czechia,GDP per capita (current LCU),438588.2916,412885.7699,394017.8645,389020.6107,387032.1019,381202.378,378623.5381,389312.9087,374754.5837,344849.4736,321763.931,301968.8635,276971.9986,263901.5561,252444.5254,232693.7436,219079.5091,209495.4205,191284.8352
Czechia,General government final consumption expenditure (% of GDP),18.91525406,19.33226501,19.72313002,19.45255853,19.79675176,20.53370132,20.67144288,19.13012076,19.12119938,19.92913383,20.31683092,20.65028431,21.91937387,20.95695921,19.47469802,19.52621832,19.8830617,19.00155057,20.05419518
Czechia,Trade (% of GDP),155.1756635,157.5749822,146.422417,146.5288566,137.8628189,128.0289115,112.7972445,123.7424991,129.7790173,127.0283819,121.2979604,113.48896,94.97352886,91.33465032,99.01245616,98.0463389,85.99922858,84.4158277,84.63991306
Czechia,"Inflation, GDP deflator (annual %)",0.99227616,2.578536316,1.364704738,1.450921071,-0.020571958,-1.425313992,2.587820681,2.009581237,3.540381807,0.654105321,0.09494427,4.049045319,1.292722631,2.724349395,4.889284958,1.842133728,3.041796274,9.807963686,8.311507149
Denmark,Domestic credit to private sector (% of GDP),169.9677082,173.3271593,177.015373,182.0962478,187.2410448,193.039736,201.2587222,191.1885387,184.4924334,169.0444789,157.5438171,145.6473996,140.0953724,141.6030651,138.830011,131.9684843,34.08071682,34.32055777,31.5121079
Denmark,GDP growth (annual %),2.342591108,1.619393811,0.933340972,0.226499792,1.336777767,1.870991147,-4.90654773,-0.512016745,0.909238928,3.913007978,2.336641308,2.668219267,0.390058556,0.466345571,0.823152998,3.746862595,2.948022161,2.218158742,3.260890158
Denmark,Gross capital formation (annual % growth),5.239608828,4.289789247,3.390803056,2.294820907,5.454311602,-0.5871967,-21.23139506,-4.796714801,2.672203135,12.76583134,5.532045466,6.760587192,-0.680102416,-1.201572694,-1.473493411,11.74410357,-4.878228779,5.878649254,14.40796025
Denmark,Gross fixed capital formation (annual % growth),5.518389028,3.111212658,2.73276589,3.733302864,0.388452503,-5.746745282,-12.96741391,-2.496592863,0.690467843,13.66867467,5.942637954,3.517024715,1.638305848,-2.293309342,-0.466959043,8.166294741,-0.261183051,6.645921389,10.20765406
Denmark,GDP per capita (constant LCU),358293.712,352574.3695,348719.5074,346938.2417,347459.1388,344290.3126,339471.5592,358902.5959,362875.5099,361204.1047,348746.653,341723.8502,333704.1584,333312.9884,332827.4573,331295.1038,320399.3332,312255.8741,306591.2513
Denmark,GDP (constant LCU),2.03636E+12,1.98974E+12,1.95804E+12,1.93993E+12,1.93555E+12,1.91001E+12,1.87493E+12,1.97167E+12,1.98182E+12,1.96396E+12,1.89001E+12,1.84685E+12,1.79886E+12,1.79187E+12,1.78355E+12,1.76899E+12,1.7051E+12,1.65627E+12,1.62033E+12
Denmark,GDP per capita (constant 2015 US$),53254.85637,52404.76397,51831.79793,51567.04015,51644.46351,51173.46616,50457.23249,53345.35762,53935.87025,53687.44155,51835.83271,50792.00095,49599.99696,49541.85555,49469.68881,49241.928,47622.43908,46412.03897,45570.07982
Denmark,Gross fixed capital formation (constant LCU),4.0423E+11,3.83089E+11,3.7153E+11,3.61647E+11,3.48632E+11,3.47283E+11,3.68457E+11,4.23355E+11,4.34195E+11,4.31218E+11,3.79364E+11,3.58084E+11,3.45918E+11,3.40342E+11,3.48331E+11,3.49965E+11,3.23543E+11,3.2439E+11,3.04175E+11
Denmark,GDP per capita (current LCU),358293.712,351054.0918,343668.8163,338903.3091,331537.5177,326429.1779,311807.511,327920.3119,318385.9811,309394.1607,292647.6741,278655.6368,266530.2879,262330.5669,255939.8688,248503.1703,233289.6727,223593.2487,216864.9653
Denmark,General government final consumption expenditure (% of GDP),25.46919943,25.78565204,26.00748763,26.47145553,26.56466596,27.36584798,27.93499972,25.10089006,24.33796324,24.20353839,24.49868891,24.9339006,25.03802426,24.86905419,24.32491174,23.87376461,24.3659908,24.12912252,23.63921686
Denmark,Trade (% of GDP),104.0482284,102.2639163,103.0501411,103.2409703,101.2457955,94.09997689,89.75503929,104.8282299,100.0678512,97.3667362,89.39974086,82.20776527,80.8817074,84.55697481,83.96857587,82.98395105,72.69719795,71.29911872,71.1684624
Denmark,"Inflation, GDP deflator (annual %)",0.433060802,1.032108578,0.888170882,2.375183628,0.638643468,3.224072874,0.529022254,4.134692969,2.432280585,2.076179572,2.906424049,2.095733093,1.481829809,2.347647464,2.518414226,3.017974288,1.684753725,1.232142859,2.013919571
Estonia,Domestic credit to private sector (% of GDP),68.96781705,67.27278513,69.48416311,72.92086783,78.02842386,92.80852322,101.3879564,89.67350228,83.75184604,76.23710934,56.58474144,40.30698251,..,..,..,..,..,..,..
Estonia,GDP growth (annual %),1.853020046,3.011366587,1.458428636,3.228200494,7.263084581,2.444265118,-14.62905503,-5.132000958,7.57914052,9.76558337,9.526426972,6.804007771,7.600265185,6.77136793,6.003674251,10.08763444,-0.425025157,4.33982551,13.05001474
Estonia,Gross capital formation (annual % growth),-5.34991371,4.259511246,-3.38595459,18.66101759,29.10508563,7.126986199,-42.32502102,-19.6731948,11.54786197,31.43572634,7.043909621,7.121663677,17.92730733,23.78754522,14.47493675,21.98607016,-15.28366759,15.61672086,31.48624214
Estonia,Gross fixed capital formation (annual % growth),-3.162450175,-2.670949616,1.493595658,11.94231439,35.60337178,-2.204117785,-37.19628029,-13.10603858,10.30738829,22.76115017,15.42627307,5.507998994,17.73549872,23.57389644,13.01780438,14.17848298,-14.27296824,22.91805193,23.48552809
Estonia,GDP per capita (constant LCU),15684.39426,15409.14461,14919.50513,14652.80155,14143.85444,13146.16422,12803.2716,14968.3417,15735.82287,14560.63068,13187.21707,11971.51077,11142.05016,10290.25266,9576.796591,8977.037692,8193.986092,8253.229795,7834.33569
Estonia,GDP (constant LCU),20631362000,20256014000,19663863000,19381202000,18775104000,17503789000,17086158000,20014020000,21096703000,19610403000,17865712000,16311782000,15272631000,14193860000,13293695000,12540787000,11391640000,11440264000,10964427000
Estonia,GDP per capita (constant 2015 US$),17402.03761,17096.64458,16553.38326,16257.4722,15692.78883,14585.83866,14205.39488,16607.56806,17459.09831,16155.20743,14631.38733,13282.54552,12362.24828,11417.16797,10625.57927,9960.139039,9091.333194,9157.064847,8692.296438
Estonia,Gross fixed capital formation (constant LCU),5053484000,5218517000,5361726000,5282822000,4719236000,3480176000,3558612000,5666244000,6520872000,5911546000,4815486000,4171915000,3954122000,3358479000,2717790000,2404745000,2106128000,2456784000,1998717000
Estonia,GDP per capita (current LCU),15684.39426,15251.07623,14348.12371,13545.57812,12563.48201,11071.25782,10589.50705,12428.53061,12233.5934,10074.86579,8372.807293,7175.853363,6379.440002,5671.207453,5033.494343,4417.831974,3889.167657,3679.550498,3267.515282
Estonia,General government final consumption expenditure (% of GDP),19.57688494,18.73089419,18.64479019,18.19515466,18.36585707,19.56253206,20.53428085,18.43741846,15.89996277,15.83499215,16.8553865,17.37460622,17.84687754,18.17656067,18.62978597,19.56198064,21.92655226,20.69760379,20.40626704
Estonia,Trade (% of GDP),150.9371897,160.2414747,166.4528345,170.7599264,167.3919798,143.6782241,116.7647477,136.6890511,133.9876013,136.6432209,135.9388166,129.978208,122.7768752,123.3182147,126.4569879,126.4956102,144.1164536,156.8382358,151.0513444
Estonia,"Inflation, GDP deflator (annual %)",1.03644083,2.915613323,4.03124999,4.072175623,5.473736785,1.822352304,-0.388681743,6.802523429,12.35838818,8.978579461,5.923749595,4.690469369,3.88861391,4.857663032,6.800473037,3.684706449,6.461017543,6.894504691,9.922472833
Finland,Domestic credit to private sector (% of GDP),94.44899118,92.89598206,92.93709408,91.77365361,89.37868059,88.13508874,86.3029376,80.10037835,76.27758296,73.39861305,69.24590283,63.72592247,60.27057839,55.41920442,52.64910515,..,..,..,..
Finland,GDP growth (annual %),0.543659212,-0.364908157,-0.901696316,-1.397545728,2.547664838,3.185958654,-8.074447432,0.783995061,5.299336507,4.027409658,2.779850556,3.99209129,2.003784203,1.707148962,2.610019124,5.773362458,4.379575723,5.457180501,6.333795654
Finland,Gross capital formation (annual % growth),0.691047101,-0.90221314,-4.280511913,-4.869840641,11.32782369,8.498122953,-19.95061634,-1.433854049,10.48945218,-0.216324153,8.009256139,5.543831361,2.580755011,-2.034980699,-0.183145827,10.77940556,0.535099338,12.9191469,14.31746683
Finland,Gross fixed capital formation (annual % growth),0.467896481,-1.832886467,-4.607966457,-0.284304708,3.885160814,2.303932459,-12.02970781,0.633322188,10.29807359,1.356670111,3.251072718,4.661993584,2.796775769,-2.953586498,1.763357858,6.218612278,4.53461899,10.67140952,10.88285564
Finland,GDP per capita (constant LCU),38577.2067,38495.2006,38796.30195,39330.09615,40077.78375,39263.69181,38225.8721,41782.85877,41651.28802,39723.76643,38332.6954,37423.78789,36091.78874,35467.26742,34956.57678,34145.0664,32348.43501,31063.17301,29534.02201
Finland,GDP (constant LCU),2.11385E+11,2.10242E+11,2.11012E+11,2.12932E+11,2.1595E+11,2.10585E+11,2.04083E+11,2.22009E+11,2.20282E+11,2.09196E+11,2.01097E+11,1.95658E+11,1.88147E+11,1.84451E+11,1.81355E+11,1.76742E+11,1.67095E+11,1.60084E+11,1.518E+11
Finland,GDP per capita (constant 2015 US$),42801.90812,42710.92129,43044.99712,43637.24867,44466.8177,43563.5722,42412.09785,46358.62041,46212.64097,44074.03092,42530.61968,41522.17508,40044.30486,39351.3904,38784.77255,37884.39132,35891.00564,34464.99088,32768.37813
Finland,Gross fixed capital formation (constant LCU),44877000000,44668000000,45502000000,47700000000,47836000000,46047000000,45010000000,51165000000,50843000000,46096000000,45479000000,44047000000,42085000000,40940000000,42186000000,41455000000,39028000000,37335000000,33735000000
Finland,GDP per capita (current LCU),38577.2067,37882.73284,37566.10624,37133.00274,36746.10339,35079.36828,34042.21604,36561.34237,35371.88582,32831.02949,31392.29629,30365.87167,29109.64751,28551.71655,27877.36642,26359.44569,24570.05882,23377.13142,21558.47415
Finland,General government final consumption expenditure (% of GDP),24.38441706,24.50736357,24.53639127,24.09705676,23.36134708,23.68623866,24.06752244,21.56487273,20.76687051,21.32078636,21.41152611,21.18444425,21.09667939,20.62753391,19.92560223,19.73732428,20.25985691,20.57456381,21.31183048
Finland,Trade (% of GDP),71.38254843,74.11272276,77.09388658,79.17050095,78.57958161,75.46440739,70.12330327,86.18433583,82.8574025,81.98349306,76.57920783,70.96020358,68.05580267,69.29946258,70.27684819,74.89482711,66.23987519,66.96714644,68.22132176
Finland,"Inflation, GDP deflator (annual %)",1.616746497,1.631623337,2.55829451,2.97397234,2.62353335,0.322930666,1.773905221,3.037236772,2.753280703,0.920723415,0.928941215,0.602661249,0.189923706,0.944264298,3.303380889,1.637831432,0.927035885,3.097937532,2.080421771
France,Domestic credit to private sector (% of GDP),95.07367069,94.08926092,96.0201947,96.55463126,96.8263222,95.8849069,95.06806884,92.52507052,88.8146454,84.26005234,80.14887551,76.61704476,75.5721282,76.07063621,76.97940297,..,..,..,..
France,GDP growth (annual %),1.112912341,0.956183052,0.576326675,0.313134751,2.192700633,1.949437623,-2.873313828,0.25494596,2.424736243,2.449323601,1.66321998,2.829752929,0.823160757,1.135531482,1.983721419,3.923669227,3.421373799,3.588659425,2.336296529
France,Gross capital formation (annual % growth),2.227534109,3.238794549,0.251852805,-2.501214295,6.983959102,3.362429872,-13.49810789,-0.146488632,6.119438972,3.837267869,2.840855769,6.603035615,0.350623581,-1.962500375,0.743179956,8.550131286,7.192169061,10.3829349,2.501727167
France,Gross fixed capital formation (annual % growth),1.024147695,0.032841434,-0.805538944,0.23132242,2.066052274,2.081216311,-9.069762382,0.853106132,5.534484152,3.645481407,2.899522245,3.480129976,1.919071911,-0.917374378,2.274688048,6.647157066,7.841026881,6.409820476,0.788760132
France,GDP per capita (constant LCU),33035.14778,32787.91889,32629.80645,32610.8434,32666.75626,32120.5115,31661.96854,32766.32383,32865.73737,32286.12511,31733.6158,31449.41362,30809.61351,30775.94371,30652.96734,30276.77021,29334.43525,28510.84293,27625.40637
